oem,model,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display,memory_card_slot,memory_phonebook,memory_call_records,sound_loudspeaker,sound_alert_types,sound_3.5mm_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,features_messaging,features_browser,features_clock,features_alarm,features_games,features_java,features,misc_colors,network_3g_bands,network_speed,platform_os,platform_chipset,platform_cpu,platform_gpu,main_camera_single,main_camera_video,misc_price,main_camera_features,body,network_4g_bands,body_build,display_protection,memory,main_camera_dual,selfie_camera_dual,selfie_camera_features,selfie_camera_video,comms_nfc,battery_charging,misc_models,tests_performance,tests_camera,tests_loudspeaker,tests_audio_quality,tests_battery_life,tests_display,selfie_camera_single,comms_infrared_port,network_5g_bands,main_camera_quad,main_camera_triple,sound,misc_sar_eu,main_camera_five,features_languages,body_keyboard,misc_sar,battery,main_camera_dual_or_triple,battery_music_play,selfie_camera_triple,main_camera_v1,selfie_camera,camera,main_camera,network,battery_talk_time,battery_stand.by,px_width,px_height,display_ratio,gb_rom,gb_ram
Huawei,Y5 (2017),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2017,"Available. Released 2017, June",143.8 x 72 x 8.4 mm (5.66 x 2.83 x 0.33 in),150,Dual SIM,LCD,5.0,,YES,,,Mono,,Yes,Mono,"4.0, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Gold, Pink, Blue, White, Gray",HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE",Android 6.0 (Marshmallow); EMUI 4.1,Mediatek MT6737T (28 nm),Quad-core 1.4 GHz Cortex-A53,Mali-T720MP2,"8 MP, AF, f/2.0",1080p@30fps,120.0,"Dual-LED flash, panorama",,LTE,Plastic body,,,,,LED flash,,NO,,"MYA-L03, MYA-L23, MYA-L02, MYA-L22, MYA-U29",,,,,,,5 MP,,,,,,,,,,,Non-removable Li-Ion 3000 mAh battery,,,,,,,,,,,720.0,1280.0,16:9,16.0,2.0
Huawei,Y3 (2017),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2017,"Available. Released 2017, September",145.1 x 73.7 x 9.5 mm (5.71 x 2.90 x 0.37 in),175,"Dual SIM (Micro-SIM, dual stand-by)",LCD,5.0,,YES,,,Mono,,Yes,Mono,"4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Gold, Pink, Blue, White, Gray",HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE",Android 6.0 (Marshmallow); EMUI 4.1 Mini,Mediatek MT6737МMediatek MT6580M - CRO-U00,Quad-core 1.1 GHz Cortex-A53Quad-core 1.3 GHz Cortex-A7 - CRO-U00,Mali-T720MP2Mali-400MP2 - CRO-U00,"8 MP, AF, f/2.0",720p@30fps,90.0,LED flash,,LTE,Plastic body,,,,,,,NO,,"CRO-L02, CRO-L22, CRO-L03, CRO-L23, CRO-U00",,,,,,,2 MP,,,,,,,,,,,Non-removable Li-Ion 2200 mAh battery,,,,,,,,,,,480.0,854.0,16:9,8.0,1.0
Huawei,P10 Plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,2017,"Available. Released 2017, April",153.5 x 74.2 x 7 mm (6.04 x 2.92 x 0.28 in),165,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,5.5,,YES,,,Stereo,,Yes,Dual,"4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Ceramic White, Dazzling Blue, Dazzling Gold, Graphite Black, Mystic Silver, Rose Gold, Greenery",HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo); EMUI 5.1",HiSilicon Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,,"2160p@30fps, 1080p@60fps",450.0,"Leica optics, dual-LED dual-tone flash, HDR, panorama",Splash resistant,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300)","Front glass, aluminum frame, back",Corning Gorilla Glass 5,,"12 MP, f/1.8, 28mm (wide), OIS, PDAF & laser AF  20 MP B/W, f/1.8, 2x lossless zoom, PDAF & laser AF",,,,YES,Fast battery charging 9V/2A 18W,"VKY-L29, VKY-L09, VKY-AL00",Basemark OS II: 3447 / Basemark OS II 2.0: 2940Basemark X: 30602,Photo / Video,Voice 64dB / Noise 69dB / Ring 82dB,Noise-93.4dB / Crosstalk -92.9dB,Endurance rating 76h,"Contrast ratio: 1633 (nominal), 3.456 (sunlight)","8 MP, f/1.9",Yes,,,,24-bit/192kHz audio  Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3750 mAh battery,,,,,,,,,,,1440.0,2560.0,16:9,128.0,6.0
Huawei,P10,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,2017,"Available. Released 2017, March",145.3 x 69.3 x 7 mm (5.72 x 2.73 x 0.28 in),145,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,5.1,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Mystic Silver, Rose Gold, Graphite Black, Dazzling Gold, Dazzling Blue, Greenery",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie); EMUI 9",HiSilicon Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,,"2160p@30fps, 1080p@60fps",330.0,"Leica optics, dual-LED dual-tone flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300)","Front glass, aluminum body",Corning Gorilla Glass 5,,"12 MP, f/2.2, 28mm (wide), OIS, PDAF & laser AF  20 MP B/W, f/1.8, 2x lossless zoom, PDAF & laser AF",,,1080p@30fps,YES,Fast battery charging 5V/4.5A 22.5W,"VTR-L29, VTR-AL00, VTR-TL00, VTR-L09",Basemark OS II: 3393 / Basemark OS II 2.0: 2910Basemark X: 39433,Photo / Video,Voice 67dB / Noise 70dB / Ring 83dB,Noise -93.0dB / Crosstalk -93.5dB,Endurance rating 75h,"Contrast ratio: 1423:1 (nominal), 3.379 (sunlight)","8 MP, f/1.9",,,,,24-bit/192kHz audio  Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3200 mAh battery,,,,,,,,,,,1080.0,1920.0,16:9,32.0,4.0
Huawei,P10 Lite,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,2017,"Available. Released 2017, March",146.5 x 72 x 7.2 mm (5.77 x 2.83 x 0.28 in),146,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,5.2,,YES,,,Mono,,Yes,Mono,"4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Pearl White, Graphite Black, Platinum Gold, Sapphire Blue",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo); EMUI 8",HiSilicon Kirin 658 (16 nm),Octa-core (4x2.1 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830 MP2,"12 MP, f/2.2, 1/2.8"", 1.25µm, PDAF",1080p@30fps,230.0,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800)","Front/back glass, aluminum frame",,,,,,1080p@30fps,YES,Fast battery charging 9V/2A 18W,"WAS-LX1, WAS-LX2, WAS-LX3, WAS-LX1A, WAS-LX2J, WAS-L03T, WAS-AL00, WAS-TL10",Basemark OS II: 1521 / Basemark OS II 2.0: 1284Basemark X: 7588,Photo / Video,Voice 68dB / Noise 72dB / Ring 80dB,Noise -88.2dB / Crosstalk -84.3dB,Endurance rating 62h,"Contrast ratio: 1595:1 (nominal), 2.974 (sunlight)","8 MP, f/2.0, AF",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 3000 mAh battery,,,,,,,,,,,1080.0,1920.0,16:9,64.0,4.0
Huawei,P8 Lite (2017),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2017,"Available. Released 2017, January",147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in),147,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,5.2,,YES,,,Mono,,Yes,Mono,"4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Black, White, Gold, Blue (India)",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo); EMUI 9",HiSilicon Kirin 655 (16 nm),Octa-core (4x2.1 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830MP2,"12 MP, AF",1080p@30fps,170.0,"LED flash, panorama, HDR",,LTE,"Front/back glass, aluminum frame",,,,,,1080p@30fps,YES,,"PRA-TL10, PRA-TL20, PRA-LA1, PRA-LX1, PRA-LX2, TAG-L21, PRA-AL00X, TAG-L32, PRA-LX3",,,,,,,"8 MP, f/2.0",,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3000 mAh battery,,,,,,,,,,,1080.0,1920.0,16:9,16.0,3.0
Huawei,Enjoy 6s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2016,"Available. Released 2017, January",143.5 x 69.9 x 7.6 mm (5.65 x 2.75 x 0.30 in),138,"Hybrid Dual SIM (Micro-SIM, dual stand-by)",OLED,5.0,,YES,,,Mono,,Yes,Mono,"4.1, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Gold, Silver, Pink",HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",Android 6.0 (Marshmallow); EMUI 4.1,Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,"13 MP, PDAF, f/2.2",1080p@30fps,250.0,"LED flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 38(2600), 39(1900), 40(2300), 41(2500)",,,,,,,1080p@30fps,NO,,,,,,,,,5 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 3020 mAh battery,,,,,,,,,,,720.0,1280.0,16:9,16.0,2.0
Huawei,Mate 9 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,2016,"Available. Released 2017, January",152 x 75 x 7.5 mm (5.98 x 2.95 x 0.30 in),169,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",OLED,5.5,,NO,,,Stereo,,Yes,Dual,"4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, barometer, compass",,,,,,,,"Haze Gold, Titanium Grey",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie); EMUI 9",HiSilicon Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,,"2160p@30fps, 1080p@30/60fps",400.0,"Leica optics, dual-LED dual-tone flash, panorama, HDR",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)","Front glass, aluminum frame, back",Corning Gorilla Glass 3,,"12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, OIS, PDAF & laser AF  20 MP B/W, f/2.2, 27mm (wide), 2x lossless zoom, OIS, PDAF & laser AF",,,1080p@30fps,YES,Fast battery charging 5V/4.5A 22.5W,LON-L29,Basemark OS II: 2843 / Basemark OS II 2.0: 2496Basemark X: 27600,Photo / Video,Voice 67dB / Noise 74dB / Ring 91dB,Noise -94.6dB / Crosstalk -94.3dB,Endurance rating 87h,"Contrast ratio: 33273:1 (nominal), 3.206 (sunlight)","8 MP, f/1.9, 26mm (wide), 1/3.2"", 1.4µm, AF",Yes,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,,1440.0,2560.0,16:9,128.0,6.0
Huawei,Mate 9 Porsche Design,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2016,"Available. Released 2017, January",152 x 75 x 7.5 mm (5.98 x 2.95 x 0.30 in),169,"Dual SIM (Nano-SIM, dual stand-by)",OLED,5.5,,NO,,,Stereo,,Yes,Dual,"4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, barometer, compass",,,,,,,,Graphite Black,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie); EMUI 9",HiSilicon Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,,"2160p@30fps, 1080p@30/60fps",920.0,"Leica optics, dual-LED dual-tone flash, panorama, HDR",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)","Front glass, aluminum frame, back",Corning Gorilla Glass 3,,"12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, OIS, PDAF & laser AF  20 MP B/W, f/2.2, 27mm (wide), 2x lossless zoom, OIS, PDAF & laser AF",,,1080p@30fps,YES,Fast battery charging 5V/4.5A 22.5W,,,,,,,,"8 MP, f/1.9, 26mm (wide), 1/3.2"", 1.4µm, AF",Yes,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,CDMA2000 1xEV-DO & TD-SCDMA,,,1440.0,2560.0,16:9,256.0,6.0
Huawei,Mate 9,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (MHA-L29 model only),Yes,Yes,2016,"Available. Released 2016, December",156.9 x 78.9 x 7.9 mm (6.18 x 3.11 x 0.31 in),190,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,5.9,,YES,,,Stereo,,Yes,Dual,"4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass",,,,,,,,"Agate Red, Topaz Blue, Space Gray, Moonlight Silver, Champagne Gold, Mocha Brown, Ceramic White, Black, Obsidian Black","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - MHA-L29, MHA-L09","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie); EMUI 9",HiSilicon Kirin 960 (16 nm),Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Mali-G71 MP8,,"2160p@30fps, 1080p@30/60fps",400.0,"Leica optics, dual-LED dual-tone flash, panorama, HDR",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500) - MHA-L29","Front glass, aluminum frame, back",Corning Gorilla Glass 3,,"12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, OIS, PDAF & laser AF  20 MP B/W, f/2.2, 27mm (wide), 2x lossless zoom, OIS, PDAF & laser AF",,,1080p@30fps,YES,Fast battery charging 5V/4.5A 22.5W,"MHA-L29, MHA-L09, MHA-AL00",Basemark OS II: 3280 / Basemark OS II 2.0: 2637Basemark X: 36519,Photo / Video,Voice 83dB / Noise 74dB / Ring 85dB,Noise -92.2dB / Crosstalk -93.3dB,Endurance rating 82h,"Contrast ratio: 1622 (nominal), 3.680 (sunlight)","8 MP, f/1.9, 26mm (wide), 1/3.2"", 1.4µm, AF",Yes,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300) - MHA-L09",,,1080.0,1920.0,16:9,64.0,4.0
Huawei,Enjoy 6,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2016,"Available. Released 2016, November",143.2 x 70.4 x 7.9 mm (5.64 x 2.77 x 0.31 in),145,Hybrid Dual SIM,OLED,5.0,,YES,,,Mono,,Yes,Mono,"4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Pink, White, Gold, Blue, Gray",HSDPA 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps",Android 6.0 (Marshmallow); EMUI 4.1,Mediatek MT6750 (28 nm),Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,"13 MP, AF, f/2.2",1080p@30fps,200.0,"LED flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 38(2600), 39(1900), 40(2300), 41(2500)",,,,,,,,NO,,"NCE-AL00, NCE-TL00",,,,,,,5 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 4100 mAh battery,,,,,,,,,Up to 22 h (3G),Up to 648 h (3G),720.0,1280.0,16:9,16.0,3.0
Huawei,nova plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,2016,"Available. Released 2016, October",151.8 x 75.7 x 7.3 mm (5.98 x 2.98 x 0.29 in),160,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,5.5,,YES,,,Mono,,Yes,Mono,"4.1, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,,,,"Prestige Gold, Mystic Silver, Titanium Grey",HSDPA 900 / 2100 - MLA-L01/L11,"HSPA 42.2/5.76 Mbps, LTE-А (2CA) Cat7 300/150 Mbps",Android 6.0.1 (Marshmallow); EMUI 4.1,Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,"16 MP, f/2.0, 1/2.8"", 1.12µm, OIS, PDAF","2160p@30fps, 1080p@30fps",350.0,"Dual-LED dual-tone flash, panorama, HDR",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800), 38(2600) - MLA-L01/L11",,,,,,,1080p@30fps,YES,Fast battery charging 9V/2A 18W,"MLA-L01/L11, MLA-L11, MLA-L02/L12, MLA-L02, MLA-L12, MLA-L03/L13, MLA-L03, MLA-L13",Basemark OS II: 1415 / Basemark OS II 2.0: 1215Basemark X: 10524,Photo / Video,Voice 68dB / Noise 68dB / Ring 76dB,Noise -70.7dB / Crosstalk -95.4dB,Endurance rating 79h,"Contrast ratio: 1281:1 (nominal), 2.329 (sunlight)","8 MP, f/2.0",,,,,Active noise cancellation with dedicated mic  DTS Sound,,,,,,Non-removable Li-Po 3340 mAh battery,,,,,,,,"LTE band 2(1900), 4(1700/2100), 5(850), 7(2600), 12(700), 17(700), 28(700) - MLA-L03/L13",,,1080.0,1920.0,16:9,32.0,3.0
Huawei,nova,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,2016,"Available. Released 2016, October",141.2 x 69.1 x 7.1 mm (5.56 x 2.72 x 0.28 in),146,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,5.0,,YES,,,Mono,,Yes,Mono,"4.1, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,Type-C 1.0 reversible connector,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Prestige Gold, Mystic Silver, Titanium Grey, Obsidian Black",HSDPA 850 / 900 / 1900 / 2100 - CAN-L01L11,"HSPA, LTE","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat); EMUI 4.1",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,"12 MP, 1/2.9"", 1.25µm, PDAF","2160p@30fps, 1080p@30fps",300.0,"HDR, panorama",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800), 38(2600) - CAN-L01L11","Front glass, aluminum body",,,,,,1080p@30fps,NO,Fast battery charging 9V/2A 18W,"CAN-L01L11, CAN-L02L12, CAN-L03L13, CAN-L11, CAN-L01",Basemark OS II: 1473 / Basemark OS II 2.0: 1218Basemark X: 10511,Photo / Video,Voice 69dB / Noise 71dB / Ring 80dB,Noise -68.9dB / Crosstalk -95.9dB,Endurance rating 84h,"Contrast ratio: 1540:1 (nominal), 2.467 (sunlight)",8 MP,,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 3020 mAh battery,,,,,,,,"LTE band 2(1900), 4(1700/2100), 5(850), 7(2600), 28(700), 12(700), 17(700) - CAN-L03L13",,,1080.0,1920.0,16:9,32.0,3.0
Huawei,MediaPad T2 7.0 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2016,"Available. Released 2016, September",187.4 x 105.8 x 8.2 mm (7.38 x 4.17 x 0.32 in),250,Dual SIM,LCD,7.0,,YES,,,Mono,,Yes,Mono,"4.0, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)",No,microUSB 2.0,"Fingerprint (side-mounted), accelerometer, proximity, compass",,,,,,,,"White, Gold, Blue, Pink",HSDPA,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 5.1 (Lollipop); EMUI 3.1,Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),Adreno 405,"13 MP, AF, f/2.0",1080p@30fps,230.0,"LED flash, HDR, panorama",,LTE,,,,,,,,NO,,"PLE-701L, PLE-703L",,,,,,,5 MP,,,,,,,,,,,Non-removable Li-Po 4360 mAh battery,,,,,,,,,,,1080.0,1920.0,16:9,32.0,3.0
