oem,model,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display,memory_card_slot,memory_phonebook,memory_call_records,sound_loudspeaker,sound_alert_types,sound_3.5mm_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,features_messaging,features_browser,features_clock,features_alarm,features_games,features_java,features,misc_colors,network_3g_bands,network_speed,platform_os,platform_chipset,platform_cpu,platform_gpu,main_camera_single,main_camera_video,misc_price,main_camera_features,body,network_4g_bands,body_build,display_protection,memory,main_camera_dual,selfie_camera_dual,selfie_camera_features,selfie_camera_video,comms_nfc,battery_charging,misc_models,tests_performance,tests_camera,tests_loudspeaker,tests_audio_quality,tests_battery_life,tests_display,selfie_camera_single,comms_infrared_port,network_5g_bands,main_camera_quad,main_camera_triple,sound,misc_sar_eu,main_camera_five,features_languages,body_keyboard,misc_sar,battery,main_camera_dual_or_triple,battery_music_play,selfie_camera_triple,main_camera_v1,selfie_camera,camera,main_camera,network,battery_talk_time,battery_stand.by,px_width,px_height,display_ratio,gb_rom,gb_ram
Xiaomi,Redmi Note 8 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, September 24",161.4 x 76.4 x 8.8 mm (6.35 x 3.01 x 0.35 in),200,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.53,500 nits max brightness (advertised)  HDR,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","FM radio, recording","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Red, Blue, White, Deep Sea Blue, Midnight Blue, Electric Blue, Twilight Orange",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), upgradable to Android 10, MIUI 11",Mediatek Helio G90T (12nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,,"4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",209.9,"LED flash, HDR, panorama",,"1, 3, 5, 7, 8, 40, 41","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame",Corning Gorilla Glass 5,UFS 2.1,,,"HDR, panorama",1080p@30fps,YES,Fast charging 18W,"2015105, M1906G7I, M1906G7G","AnTuTu: 224759 (v7), 279355 (v8)  GeekBench: 6999 (v4.4), 1622 (v5.1)  GFXBench: 14fps (ES 3.1 onscreen)",Photo / Video,Voice 64dB / Noise 71dB / Ring 82dB,Noise -93.6dB / Crosstalk -91.9dB,Endurance rating 114h,Contrast ratio: 1326:1 (nominal),"20 MP, f/2.0, (wide), 1/3"", 0.9<c2><b5>m",Yes,,"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8<c2><b5>m, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12<c2><b5>m  2 MP, f/2.4, (macro)  2 MP, f/2.4, (depth)",,,1.00 W/kg (head) <c2><a0> <c2><a0> 1.47 W/kg (body) <c2><a0> <c2><a0>,,,,1.15 W/kg (head) <c2><a0> <c2><a0> 1.18 W/kg (body) <c2><a0> <c2><a0>,Non-removable Li-Po 4500 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,64.0,6.0
Xiaomi,Black Shark 2 Pro,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, August",163.6 x 75 x 8.8 mm (6.44 x 2.95 x 0.35 in),205,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.39,Always-on display  240Hz touch-sensing,NO,,,Stereo,,No,Dual,"5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"Shadow Black, Iceberg Grey, Gulf Blue, Streamer Purple",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA/3CA) Cat18 1200/150 Mbps",Android 9.0 (Pie),Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640 (700 MHz),,"4K@30/60fps, 1080p@30/60/120fps, 720p@1920fps",489.0,"LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 19, 20, 28, 34, 38, 39, 40, 41 - Global","Glass front, aluminum back, aluminum frame",,UFS 3.0,"48 MP, f/1.8, (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  12 MP, f/2.2, (telephoto), 1.0<c2><b5>m, PDAF, 2x optical zoom",,HDR,1080p@30fps,NO,Fast charging 27W,"DLT-A0, DLT-H0",,,,,,,"20 MP, f/2.0, (wide), 1/3"", 0.9<c2><b5>m",,,,,,,,,,,Non-removable Li-Ion 4000 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2340.0,5:9,128.0,8.0
Xiaomi,Redmi 7A,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, July 04",146.3 x 70.4 x 9.6 mm (5.76 x 2.77 x 0.38 in),165,"Dual SIM (Nano-SIM, dual stand-by)",LCD,5.45,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","FM Radio, built-in antenna",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Matte Black, Morning blue, Matte Blue, Matte Gold, Gem Red, Gem Blue",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), upgradable to Android 10, MIUI 12",Qualcomm SDM439 Snapdragon 439 (12 nm),Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53),Adreno 505,"13 MP, f/2.2, 1/3.1"", 1.12<c2><b5>m, PDAF - China  or  12 MP, f/2.2, 1/2.9"", 1.25<c2><b5>m, PDAF - Global, India",1080p@30fps,92.0,"LED flash, HDR",Splash resistant,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global","Glass front, plastic back, plastic frame",,eMMC 5.1,,,HDR,1080p@30fps,NO,Charging 10W - China model,"MZB7995IN, M1903C3EG, M1903C3EH, M1903C3EI",,,,,,,"5 MP, f/2.2, 1/5"", 1.12<c2><b5>m",,,,,,0.56 W/kg (head) <c2><a0> <c2><a0> 1.17 W/kg (body) <c2><a0> <c2><a0>,,,,1.00 W/kg (head) <c2><a0> <c2><a0> 1.12 W/kg (body) <c2><a0> <c2><a0>,Non-removable Li-Po 4000 mAh battery,,,,,,,,"1, 3, 5, 8, 40, 41 - India",,,720.0,1440.0,18:9,16.0,2.0
Xiaomi,Mi CC9,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, July",156.8 x 74.5 x 8.7 mm (6.17 x 2.93 x 0.34 in),179,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",OLED,6.39,403 nits typ. brightness (advertised)  HDR,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Blue, White",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), upgradable to Android 10, MIUI 11",Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 616,,"4K@30fps, 1080p@30/60/120fps, 720p@960fps",260.0,"LED flash, HDR, panorama",,"1, 3, 5, 8, 34, 38, 39, 40, 41","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,UFS 2.1,,,HDR,1080p@30fps,YES,Fast charging 18W,,,,,,,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8<c2><b5>m",Yes,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  8 MP, (ultrawide), 1/4.0"", 1.12<c2><b5>m  2 MP, (depth)",,,,,,,Non-removable Li-Po 4030 mAh battery,,,,,,,,CDMA 800 & TD-SCDMA,,,1080.0,2340.0,5:9,64.0,6.0
Xiaomi,Mi 9T Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, August 21",156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),191,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.39,HDR,NO,,,Mono,,Yes,Dual,"5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO",Yes,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"Carbon black, Red flame, Glacier blue",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), MIUI 10",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,,"4K@30/60fps, 1080p@30/120/240fps, 1080p@960fps",536.29,"Dual-LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,UFS 2.1,,,HDR,1080p@30fps,YES,Fast charging 27W  Quick Charge 4+,M1903F11G,"AnTuTu: 368846 (v7), 437823 (v8)  GeekBench: 10684 (v4.4), 2732 (v5.1)  GFXBench: 36fps (ES 3.1 onscreen)",,-26.9 LUFS (Good),Noise -93.9dB / Crosstalk -94.2dB,Endurance rating 103h,Contrast ratio: Infinite (nominal),"Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8<c2><b5>m",,,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF, Laser AF  8 MP, f/2.4, 53mm (telephoto), 1/4.0"", 1.12<c2><b5>m, PDAF, 2x optical zoom  13 MP, f/2.4, 12mm (ultrawide), 1/3.1"", 1.12<c2><b5>m",24-bit/192kHz audio,1.30 W/kg (head) <c2><a0> <c2><a0> 1.51 W/kg (body) <c2><a0> <c2><a0>,,,,1.03 W/kg (head) <c2><a0> <c2><a0> 0.72 W/kg (body) <c2><a0> <c2><a0>,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,64.0,6.0
Xiaomi,Mi 9T,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, June 12",156.7 x 74.3 x 8.8 mm (6.17 x 2.93 x 0.35 in),191,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.39,HDR,NO,,,Mono,,Yes,Dual,"5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"Carbon black, Red flame, Glacier blue",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 9.0 (Pie), upgradable to Android 10, MIUI 11",Qualcomm SDM730 Snapdragon 730 (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,,"4K@30fps, 1080p@30/120/240fps, 1080p@960fps",399.99,"Dual-LED flash, HDR, panorama",,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40","Glass front (Gorilla Glass 5), glass back, aluminum frame",Corning Gorilla Glass 5,UFS 2.0,,,HDR,1080p@30fps,YES,Fast charging 18W,M1903F10G,Basemark OS II 2.0: 3102Basemark X: 31318,Photo / Video,-25.3 LUFS (Very good),Noise -93.5dB / Crosstalk -93.8dB,Endurance rating 100h,Contrast ratio: Infinite (nominal),"Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8<c2><b5>m",,,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  8 MP, f/2.4, 53mm (telephoto), 1/4.0"", 1.12<c2><b5>m, PDAF, 2x optical zoom  13 MP, f/2.4, 12mm (ultrawide), 1/3.1"", 1.12<c2><b5>m",24-bit/192kHz audio,1.34 W/kg (head) <c2><a0> <c2><a0> 1.51 W/kg (body) <c2><a0> <c2><a0>,,,,1.19 W/kg (head) <c2><a0> <c2><a0> 1.18 W/kg (body) <c2><a0> <c2><a0>,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,64.0,6.0
Xiaomi,Redmi Note 7S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, May",159.2 x 75.2 x 8.1 mm (6.27 x 2.96 x 0.32 in),186,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.3,,YES,,,Mono,,Yes,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","FM radio, recording","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Onyx Black, Sapphire Blue, Ruby Red, Astro White",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/150 Mbps","Android 9.0 (Pie), MIUI 11",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,,"1080p@30/60/120fps, (gyro-EIS)",140.0,"Dual-LED flash, HDR, panorama",Splash resistant,"1, 3, 5, 8, 40, 41","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame",Corning Gorilla Glass 5,eMMC 5.1,"48 MP, f/1.8, (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  5 MP, f/2.2, (depth)",,HDR,1080p@30fps,NO,Fast charging 18W  Quick Charge 4,M1901F71,,,,,,,"13 MP, f/2.0, (wide), 1/3.1"", 1.12<c2><b5>m",Yes,,,,,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,32.0,3.0
Xiaomi,Redmi 5 Plus (Redmi Note 5),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2018,"Available. Released 2018, February",158.5 x 75.5 x 8.1 mm (6.24 x 2.97 x 0.32 in),180,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,5.99,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Gold, Blue, Rose Gold",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 7.1.2 (Nougat), upgradable to Android 9.0 (Pie), MIUI 11",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,"12 MP, f/2.2, 1.25 <ce><bc>m, dual pixel PDAF","4K@30fps, 1080p@30/60fps",149.0,"Dual-LED dual-tone flash, HDR, panorama",,"1, 3, 4, 5, 7, 8, 20, 38, 40 - Global","Glass front, aluminum/plastic back, aluminum frame",,eMMC 5.1,,,,1080p@30fps,NO,Charging 10W,"MEG7, MEI7",GeekBench: 4309 (v4.4) GFXBench: 3.4fps (ES 3.1 onscreen),Photo / Video,Voice 71dB / Noise 72dB / Ring 87dB,Noise -29.7dB / Crosstalk -91.8dB,Endurance rating 104h,"Contrast ratio: 1431:1 (nominal), 2.913 (sunlight)",5 MP,Yes,,,,,,,,,1.01 W/kg (head) <c2><a0> <c2><a0> 1.47 W/kg (body) <c2><a0> <c2><a0>,Non-removable Li-Po 4000 mAh battery,,,,,,,,"1, 3, 5, 40, 41 - India",,,1080.0,2160.0,18:9,32.0,3.0
ZTE,nubia Red Magic 5G Lite,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, June 19",171.7 x 78.5 x 9.1 mm (6.76 x 3.09 x 0.36 in),215,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.65,144Hz refresh rate,NO,,,Mono,,No,Dual,"5.0, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"Black, Blue",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Android 10, nubia UI 8.0",Qualcomm SDM765 Snapdragon 765G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,,"4K@30/60fps, 1080p@30fps; gyro-EIS",600.0,"LED flash, panorama, HDR",Touch sensitive gaming triggers,LTE (unspecified),,,UFS 2.1,,,HDR,1080p@30fps,YES,Fast charging 18W,NX651J,,,,,,,"12 MP, (wide)",,SA/NSA,"48 MP, f/1.8, (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12<c2><b5>m  2 MP, f/2.4, (macro)  2 MP, f/2.4, (depth)",,24-bit/192kHz audio,,,,,,Non-removable Li-Ion 5100 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,256.0,8.0
ZTE,nubia Play,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, April 24",171.7 x 78.5 x 9.1 mm (6.76 x 3.09 x 0.36 in),210,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.65,144Hz refresh rate,NO,,,Mono,,No,Dual,"5.0, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"Black, White, Blue",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Android 10, nubia UI 8.0",Qualcomm SDM765 Snapdragon 765G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,,"4K@30/60fps, 1080p@30fps; gyro-EIS",310.0,"LED flash, panorama, HDR",Touch sensitive gaming triggers,"1, 2, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41",,,UFS 2.1,,,HDR,1080p@30fps,YES,Fast charging 30W,,,,,,,,"12 MP, (wide)",,"1, 41, 78, 79 SA/NSA","48 MP, f/1.8, (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12<c2><b5>m  2 MP, f/2.4, (macro)  2 MP, f/2.4, (depth)",,24-bit/192kHz audio,,,,,,Non-removable Li-Ion 5100 mAh battery,,,,,,,,CDMA 800 / 1900 & TD-SCDMA,,,1080.0,2340.0,5:9,128.0,6.0
ZTE,Axon 11 4G,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, June 17",159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),168,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",OLED,6.47,,YES,,,Mono,,No,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"White, Black",HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","Android 10, MiFavor 10",Mediatek MT6771 Helio P70 (12nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,,1080p@30fps; gyro-EIS,349.0,"Dual-LED dual-tone flash, HDR, panorama",,"1, 3, 5, 7, 8, 20, 28, 32, 38","Glass front, glass back, aluminum frame",,eMMC 5.1,,,HDR,1080p@30fps,YES,Fast charging,,,,,,,,"20 MP, f/2.0, (wide), 1/2.8"", 1.0<ce><bc>m",,,"48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8<c2><b5>m, PDAF  8 MP, f/2.2, 120<cb><9a>, 16mm (ultrawide)  2 MP, f/2.4, (macro)  2 MP, f/2.4, (depth)",,,,,,,,Non-removable Li-Ion 4000 mAh battery,,,,,,,,,,,1080.0,2340.0,5:9,128.0,6.0
ZTE,Axon 11 5G,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, March 30",159.2 x 73.4 x 7.9 mm (6.27 x 2.89 x 0.31 in),168,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",OLED,6.47,,YES,,,Mono,,No,Dual,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"White, Black",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (3CA), 5G (2+ Gbps DL)","Android 10, MiFavor 10",Qualcomm SDM765 Snapdragon 765G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,,"4K@30/60fps, 1080p@30fps; gyro-EIS",599.0,"Dual-LED dual-tone flash, HDR, panorama",,"1, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41","Glass front, glass back, aluminum frame",,,,,HDR,1080p@30fps,YES,Fast charging 18W  Quick Charge 4+,A2021,,,,,,,"20 MP, f/2.0, (wide), 1/2.8"", 1.0<ce><bc>m",,"1, 3, 41, 78, 79 SA/NSA","64 MP, f/1.9, 25mm (wide), 1/1.72"", 0.8<c2><b5>m, PDAF  8 MP, f/2.2, 120<cb><9a>, 16mm (ultrawide)  2 MP, f/2.4, (macro)  2 MP, f/2.4, (depth)",,24-bit/192kHz audio,,,,,,Non-removable Li-Ion 4000 mAh battery,,,,,,,,CDMA 800 / 1900 & TD-SCDMA,,,1080.0,2340.0,5:9,128.0,6.0
ZTE,nubia Red Magic 5G,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2020,"Available. Released 2020, March 19",168.6 x 78 x 9.8 mm (6.64 x 3.07 x 0.39 in),218,"Dual SIM (Nano-SIM, dual stand-by)",OLED,6.65,144Hz refresh rate,NO,,,Stereo,,Yes,Dual,"5.1, A2DP, aptX, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO",No,"3.0, Type-C 1.0 reversible connector, USB On-The-Go; accessory connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,,,,"Eclipse Black, Hot Rod Red, Black, Mars Red, Cyber Neon, Transparent",HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A, 5G 7.5 Gbps DL","Android 10, Redmagic 3.0",Qualcomm SM8250 Snapdragon 865 (7 nm+),Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585),Adreno 650,,"8K@15fps, 4K@30/60fps, 1080p@30/60/120/240fps",699.95,"LED flash, HDR, panorama",RGB light panel (on the back)  Pressure sensitive zones (300Hz touch-sensing)  Built-in cooling fan,"1, 2, 3, 4, 5, 7, 8, 20, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41","Glass front (Gorilla Glass), glass back, aluminum frame",Corning Gorilla Glass,UFS 3.0,,,HDR,1080p@30fps,YES,"Fast charging 55W, 56% in 15 min, 100% in 40 min (advertised)",NX659J,"AnTuTu: 557056 (v8)  GeekBench: 13370 (v4.4), 13370 (v5.1)  GFXBench: 59fps (ES 3.1 onscreen)",Photo / Video,-22.6 LUFS (Excellent),,Endurance rating 83h,Contrast ratio: Infinite (nominal),"8 MP, f/2.0, (wide), 1.12<c2><b5>m",,"41, 78, 79 SA/NSA",,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8<c2><b5>m, PDAF  8 MP, f/2.0, 13mm (ultrawide), 1.12<c2><b5>m  2 MP, (macro)",32-bit/384kHz audio,,,,,,Non-removable Li-Po 4500 mAh battery,,,,,,,,CDMA 800 / 1900,,,1080.0,2340.0,5:9,128.0,8.0
ZTE,Blade Max View,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,,,2019,Available. Released 2019,163.1 x 74.9 x 8.1 mm (6.42 x 2.95 x 0.32 in),160,Nano-SIM,LCD,6.0,,YES,,,Mono,,Yes,Dual,"4.2, A2DP, LE","Yes, with A-GPS",Unspecified,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity",,,,,,,,Black,HSDPA 850 / 1700(AWS) / 1900,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 7.1.1 (Nougat), upgradable to Android 8.1 (Oreo)",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,,1080p@30fps,90.0,"LED flash, HDR, panorama",,"2, 4, 5, 12, 13, 66","Glass front, plastic back, plastic frame",,eMMC 5.1,"16 MP, f/2.0, 25mm (wide), 1/3.1"", 1.0<c2><b5>m, PDAF  2 MP, f/2.4, (depth)",,,,NO,,Z610DL,,,,,,,8 MP,,,,,,,,,,,Non-removable Li-Po 4000 mAh battery,,,,,,,,CDMA 800 / 1900,,,1080.0,2160.0,18:9,32.0,3.0
ZTE,Blade A7 Prime,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2019,"Available. Released 2019, November",156.7 x 72.9 x 8.1 mm (6.17 x 2.87 x 0.32 in),165,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",LCD,6.09,,YES,,,Mono,,Yes,Mono,"4.2, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity",,,,,,,,Silver,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps",Android 9.0 (Pie),Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,"16 MP, f/2.0, PDAF",1080p@30fps,90.0,"LED flash, HDR, panorama",,"2, 4, 5, 13","Glass front, plastic back, plastic frame",,eMMC 5.1,,,,,NO,,,,,,,,,"5 MP, f/2.2",,,,,,,,,,,Non-removable Li-Po 3200 mAh battery,,,,,,,,,,,720.0,1560.0,5:9,32.0,3.0
